Country,Month,Total Passengers
Turkey,08/01/1996,9674
Ecuador,08/01/1996,52360
Canada,08/01/1996,1478511
Hong Kong,08/01/1996,133812
Guatemala,08/01/1996,78028
Brazil,08/01/1996,207839
France,08/01/1996,434671
Jamaica,08/01/1996,239765
Aruba,08/01/1996,61089
Switzerland,08/01/1996,156715
Dominican Republic,08/01/1996,243465
Bahamas,08/01/1996,132459
Panama,08/01/1996,46776
Spain,08/01/1996,148580
Haiti,08/01/1996,75813
Chile,08/01/1996,28775
China,08/01/1996,26967
Costa Rica,08/01/1996,47480
Belgium,08/01/1996,84477
Peru,08/01/1996,66569
Netherlands,08/01/1996,321395
Argentina,08/01/1996,71476
New Zealand,08/01/1996,57809
Antilles,08/01/1996,46949
Venezuela,08/01/1996,124836
Japan,08/01/1996,1390916
Denmark,08/01/1996,50065
Mexico,08/01/1996,956526
Trinidad and Tobago,08/01/1996,31964
Colombia,08/01/1996,97289
Germany,08/01/1996,634139
Italy,08/01/1996,220415
South Korea,08/01/1996,344786
Cayman Islands,08/01/1996,52015
Philippines,08/01/1996,51357
Ireland,08/01/1996,134695
Honduras,08/01/1996,32272
El Salvador,08/01/1996,45060
Israel,08/01/1996,110971
Australia,08/01/1996,95003
Taiwan,08/01/1996,200514
Aruba,07/01/1996,57863
Guatemala,07/01/1996,78514
Philippines,07/01/1996,49340
Switzerland,07/01/1996,149145
Bahamas,07/01/1996,122145
Chile,07/01/1996,31511
Spain,07/01/1996,146204
Trinidad and Tobago,07/01/1996,27610
Mexico,07/01/1996,932448
Venezuela,07/01/1996,112240
China,07/01/1996,22476
New Zealand,07/01/1996,58793
Panama,07/01/1996,43954
South Korea,07/01/1996,305539
United Kingdom,07/01/1996,1259497
Honduras,07/01/1996,37256
Haiti,07/01/1996,73689
Hong Kong,07/01/1996,121793
Argentina,07/01/1996,72935
Germany,07/01/1996,612060
Israel,07/01/1996,96725
Cayman Islands,07/01/1996,51110
Denmark,07/01/1996,51459
Antilles,07/01/1996,47364
Colombia,07/01/1996,101521
Ireland,07/01/1996,126520
Canada,07/01/1996,1362286
Dominican Republic,07/01/1996,237926
France,07/01/1996,427890
Netherlands,07/01/1996,315966
Turkey,07/01/1996,14464
El Salvador,07/01/1996,47000
Costa Rica,07/01/1996,54268
Taiwan,07/01/1996,213729
Iceland,07/01/1996,28408
Jamaica,07/01/1996,207007
Atlantic Ocean,07/01/1996,89377
Peru,07/01/1996,64063
Ecuador,07/01/1996,41122
Australia,07/01/1996,101588
Japan,07/01/1996,1265117
Belgium,07/01/1996,81586
Brazil,07/01/1996,256186
Italy,07/01/1996,216440
Russia,07/01/1996,37931
Colombia,06/01/1996,94231
Taiwan,06/01/1996,203495
Peru,06/01/1996,54349
Cayman Islands,06/01/1996,50243
Israel,06/01/1996,76631
Russia,06/01/1996,33141
China,06/01/1996,25331
South Korea,06/01/1996,297993
Haiti,06/01/1996,47104
Bahamas,06/01/1996,111220
Switzerland,06/01/1996,145555
Netherlands,06/01/1996,296159
Atlantic Ocean,06/01/1996,93330
New Zealand,06/01/1996,61877
Antilles,06/01/1996,36441
Hong Kong,06/01/1996,112772
Argentina,06/01/1996,64049
Jamaica,06/01/1996,174876
Trinidad and Tobago,06/01/1996,18806
Ecuador,06/01/1996,36038
France,06/01/1996,427539
Italy,06/01/1996,200404
Panama,06/01/1996,41902
Dominican Republic,06/01/1996,177964
Aruba,06/01/1996,51162
Denmark,06/01/1996,46516
Japan,06/01/1996,1233971
Chile,06/01/1996,26124
Honduras,06/01/1996,31219
Iceland,06/01/1996,27402
Ireland,06/01/1996,112368
United Kingdom,06/01/1996,1217062
Spain,06/01/1996,123647
Costa Rica,06/01/1996,44453
Germany,06/01/1996,580639
Brazil,06/01/1996,193672
Turkey,06/01/1996,13361
Belgium,06/01/1996,81314
Philippines,06/01/1996,49656
Guatemala,06/01/1996,70061
El Salvador,06/01/1996,40310
Mexico,06/01/1996,832952
Venezuela,06/01/1996,92576
Australia,06/01/1996,96036
Canada,06/01/1996,1222230
Bahamas,05/01/1996,113284
Turkey,05/01/1996,14957
Brazil,05/01/1996,172027
El Salvador,05/01/1996,29318
Philippines,05/01/1996,56664
Mexico,05/01/1996,827450
Honduras,05/01/1996,22949
Israel,05/01/1996,55314
France,05/01/1996,380134
South Korea,05/01/1996,295234
China,05/01/1996,24323
Dominican Republic,05/01/1996,146050
Canada,05/01/1996,1181058
Costa Rica,05/01/1996,38229
Ecuador,05/01/1996,29168
Belgium,05/01/1996,65139
Colombia,05/01/1996,62942
Haiti,05/01/1996,41185
Atlantic Ocean,05/01/1996,93476
Spain,05/01/1996,103135
Guatemala,05/01/1996,60671
Denmark,05/01/1996,36753
Aruba,05/01/1996,54813
Antilles,05/01/1996,41619
Trinidad and Tobago,05/01/1996,18313
Switzerland,05/01/1996,135832
New Zealand,05/01/1996,51089
Iceland,05/01/1996,26643
Peru,05/01/1996,51182
Chile,05/01/1996,27267
Taiwan,05/01/1996,187438
Netherlands,05/01/1996,287141
Cayman Islands,05/01/1996,51525
Hong Kong,05/01/1996,107741
Australia,05/01/1996,80679
Germany,05/01/1996,513404
Panama,05/01/1996,33315
Japan,05/01/1996,1130172
Venezuela,05/01/1996,89445
Russia,05/01/1996,27023
United Kingdom,05/01/1996,1074202
Jamaica,05/01/1996,155153
Ireland,05/01/1996,77520
Argentina,05/01/1996,62553
Italy,05/01/1996,172028
Haiti,04/01/1996,45759
Israel,04/01/1996,61741
Ecuador,04/01/1996,31222
Hong Kong,04/01/1996,99548
Aruba,04/01/1996,57763
France,04/01/1996,342508
Honduras,04/01/1996,22132
Netherlands,04/01/1996,243792
Switzerland,04/01/1996,122739
Argentina,04/01/1996,65407
Colombia,04/01/1996,61146
Canada,04/01/1996,1154175
Venezuela,04/01/1996,115278
Spain,04/01/1996,96665
Russia,04/01/1996,22337
Jamaica,04/01/1996,175225
Ireland,04/01/1996,57595
South Korea,04/01/1996,238594
Japan,04/01/1996,993650
Taiwan,04/01/1996,154926
Germany,04/01/1996,451794
Italy,04/01/1996,143541
Antilles,04/01/1996,44462
Australia,04/01/1996,85724
Chile,04/01/1996,26119
Peru,04/01/1996,46227
Cayman Islands,04/01/1996,60700
Belgium,04/01/1996,58919
United Kingdom,04/01/1996,974925
Trinidad and Tobago,04/01/1996,17001
Costa Rica,04/01/1996,50102
Brazil,04/01/1996,159420
El Salvador,04/01/1996,34797
Mexico,04/01/1996,849393
Iceland,04/01/1996,25970
Atlantic Ocean,04/01/1996,75236
Panama,04/01/1996,32073
Turkey,04/01/1996,9213
Bahamas,04/01/1996,121115
China,04/01/1996,12653
Philippines,04/01/1996,50491
New Zealand,04/01/1996,58201
Dominican Republic,04/01/1996,173410
Guatemala,04/01/1996,60737
Denmark,04/01/1996,29104
Jamaica,03/01/1996,165005
Antilles,03/01/1996,51374
Bahamas,03/01/1996,135128
Cayman Islands,03/01/1996,67268
New Zealand,03/01/1996,69203
Spain,03/01/1996,89796
South Korea,03/01/1996,220274
Peru,03/01/1996,55641
Trinidad and Tobago,03/01/1996,17370
El Salvador,03/01/1996,37288
Chile,03/01/1996,33399
Turkey,03/01/1996,9357
Japan,03/01/1996,1222778
Ecuador,03/01/1996,37037
China,03/01/1996,13233
Taiwan,03/01/1996,151846
Guatemala,03/01/1996,64515
Costa Rica,03/01/1996,63475
Aruba,03/01/1996,59171
Ireland,03/01/1996,61515
Argentina,03/01/1996,75246
Brazil,03/01/1996,159858
Honduras,03/01/1996,27129
Atlantic Ocean,03/01/1996,52042
Israel,03/01/1996,65923
Venezuela,03/01/1996,118556
Panama,03/01/1996,44145
Denmark,03/01/1996,29756
Dominican Republic,03/01/1996,170388
Iceland,03/01/1996,23337
Australia,03/01/1996,99314
Switzerland,03/01/1996,115100
Germany,03/01/1996,456817
France,03/01/1996,327785
Haiti,03/01/1996,38618
Mexico,03/01/1996,949632
Russia,03/01/1996,22397
Italy,03/01/1996,152550
United Kingdom,03/01/1996,977637
Hong Kong,03/01/1996,106061
Netherlands,03/01/1996,240742
Colombia,03/01/1996,63287
Philippines,03/01/1996,46700
Canada,03/01/1996,1364809
Belgium,03/01/1996,58511
Haiti,02/01/1996,38795
Spain,02/01/1996,62800
Brazil,02/01/1996,170518
Japan,02/01/1996,1089507
Antilles,02/01/1996,46271
France,02/01/1996,233181
Italy,02/01/1996,99188
Honduras,02/01/1996,22272
Australia,02/01/1996,85035
Netherlands,02/01/1996,168576
Argentina,02/01/1996,74672
Turkey,02/01/1996,5550
El Salvador,02/01/1996,28865
New Zealand,02/01/1996,60911
Guatemala,02/01/1996,53276
Dominican Republic,02/01/1996,177293
Iceland,02/01/1996,15101
Colombia,02/01/1996,58008
Germany,02/01/1996,329462
Peru,02/01/1996,52282
Philippines,02/01/1996,43142
Jamaica,02/01/1996,143505
Panama,02/01/1996,41573
Switzerland,02/01/1996,78854
Chile,02/01/1996,40769
Israel,02/01/1996,56871
Bahamas,02/01/1996,123546
Trinidad and Tobago,02/01/1996,29430
Ireland,02/01/1996,40876
Russia,02/01/1996,17400
Denmark,02/01/1996,23635
Ecuador,02/01/1996,29268
Hong Kong,02/01/1996,90574
Atlantic Ocean,02/01/1996,34494
Costa Rica,02/01/1996,66363
China,02/01/1996,9609
Canada,02/01/1996,1224745
Belgium,02/01/1996,39636
South Korea,02/01/1996,195638
Taiwan,02/01/1996,161426
Venezuela,02/01/1996,98060
United Kingdom,02/01/1996,726003
Mexico,02/01/1996,844311
Cayman Islands,02/01/1996,58415
Aruba,02/01/1996,56257
Ecuador,01/01/1996,32498
Canada,01/01/1996,1209843
Ireland,01/01/1996,44396
Germany,01/01/1996,380410
China,01/01/1996,7550
Panama,01/01/1996,43168
El Salvador,01/01/1996,48309
Chile,01/01/1996,42647
South Korea,01/01/1996,233544
Iceland,01/01/1996,15718
Brazil,01/01/1996,220915
New Zealand,01/01/1996,59805
Venezuela,01/01/1996,117574
Turkey,01/01/1996,6292
Jamaica,01/01/1996,107954
Argentina,01/01/1996,77163
Antilles,01/01/1996,42186
Japan,01/01/1996,1111580
Australia,01/01/1996,103855
Costa Rica,01/01/1996,74730
Mexico,01/01/1996,875336
Honduras,01/01/1996,29137
France,01/01/1996,226535
Russia,01/01/1996,19817
Italy,01/01/1996,107388
Aruba,01/01/1996,57765
Spain,01/01/1996,73840
Peru,01/01/1996,59166
Trinidad and Tobago,01/01/1996,19886
Netherlands,01/01/1996,197674
Guatemala,01/01/1996,73581
Philippines,01/01/1996,50416
Denmark,01/01/1996,23887
Dominican Republic,01/01/1996,207419
Belgium,01/01/1996,51544
United Kingdom,01/01/1996,779097
Hong Kong,01/01/1996,99528
Atlantic Ocean,01/01/1996,29848
Colombia,01/01/1996,87661
Bahamas,01/01/1996,113578
Taiwan,01/01/1996,159536
Israel,01/01/1996,63924
Switzerland,01/01/1996,88778
Cayman Islands,01/01/1996,56327
Haiti,01/01/1996,47378
Turkey,12/01/1995,7836
Bahamas,12/01/1995,121487
Chile,12/01/1995,34825
Hong Kong,12/01/1995,99117
Aruba,12/01/1995,56413
Peru,12/01/1995,55718
Canada,12/01/1995,1122560
Costa Rica,12/01/1995,67766
New Zealand,12/01/1995,65135
Germany,12/01/1995,420457
Haiti,12/01/1995,46873
Netherlands,12/01/1995,207116
Colombia,12/01/1995,92745
Cayman Islands,12/01/1995,54752
Spain,12/01/1995,78158
Guatemala,12/01/1995,85405
Ireland,12/01/1995,42516
Taiwan,12/01/1995,179171
South Korea,12/01/1995,253650
Iceland,12/01/1995,20502
Jamaica,12/01/1995,189338
Denmark,12/01/1995,25301
China,12/01/1995,13137
Honduras,12/01/1995,30255
Australia,12/01/1995,96574
France,12/01/1995,228719
Belgium,12/01/1995,52730
Italy,12/01/1995,117227
Argentina,12/01/1995,71086
Japan,12/01/1995,1109443
Brazil,12/01/1995,192363
Panama,12/01/1995,39351
Dominican Republic,12/01/1995,201904
Ecuador,12/01/1995,34227
El Salvador,12/01/1995,50037
Mexico,12/01/1995,831657
Venezuela,12/01/1995,121056
United Kingdom,12/01/1995,850235
Antilles,12/01/1995,37289
Philippines,12/01/1995,46631
Israel,12/01/1995,59473
Trinidad and Tobago,12/01/1995,24495
Russia,12/01/1995,22594
Switzerland,12/01/1995,102250
Atlantic Ocean,12/01/1995,42237
Haiti,11/01/1995,37792
Antilles,11/01/1995,31313
Iceland,11/01/1995,19902
Trinidad and Tobago,11/01/1995,17034
Costa Rica,11/01/1995,49980
Chile,11/01/1995,30922
Italy,11/01/1995,130270
Guatemala,11/01/1995,74097
Honduras,11/01/1995,22714
Peru,11/01/1995,45374
Hong Kong,11/01/1995,95853
Russia,11/01/1995,20797
Panama,11/01/1995,32523
Netherlands,11/01/1995,197801
Colombia,11/01/1995,63387
Australia,11/01/1995,84102
China,11/01/1995,12268
Venezuela,11/01/1995,98037
Belgium,11/01/1995,51774
Argentina,11/01/1995,66718
Aruba,11/01/1995,64950
Ecuador,11/01/1995,32207
France,11/01/1995,251374
Spain,11/01/1995,76769
Ireland,11/01/1995,40887
Dominican Republic,11/01/1995,149547
Philippines,11/01/1995,35987
South Korea,11/01/1995,215205
New Zealand,11/01/1995,55123
Taiwan,11/01/1995,149447
Japan,11/01/1995,1065231
Mexico,11/01/1995,739513
Germany,11/01/1995,410907
Canada,11/01/1995,1090971
Turkey,11/01/1995,7898
Denmark,11/01/1995,25824
Jamaica,11/01/1995,155210
Bahamas,11/01/1995,108665
United Kingdom,11/01/1995,850482
Atlantic Ocean,11/01/1995,66858
Cayman Islands,11/01/1995,54540
El Salvador,11/01/1995,35719
Israel,11/01/1995,55924
Switzerland,11/01/1995,98186
Brazil,11/01/1995,158601
Guatemala,10/01/1995,64828
Spain,10/01/1995,102378
United Kingdom,10/01/1995,1126551
Dominican Republic,10/01/1995,139581
Japan,10/01/1995,1110375
Peru,10/01/1995,51357
Brazil,10/01/1995,173913
Germany,10/01/1995,540212
Russia,10/01/1995,23557
Iceland,10/01/1995,22509
Taiwan,10/01/1995,144375
Antilles,10/01/1995,24202
Hong Kong,10/01/1995,102950
Australia,10/01/1995,96128
Panama,10/01/1995,30684
New Zealand,10/01/1995,55333
France,10/01/1995,340896
Chile,10/01/1995,32254
Haiti,10/01/1995,41493
El Salvador,10/01/1995,30201
Jamaica,10/01/1995,142569
Canada,10/01/1995,1087773
Italy,10/01/1995,182599
Philippines,10/01/1995,35387
Colombia,10/01/1995,62207
Argentina,10/01/1995,74051
China,10/01/1995,11949
Aruba,10/01/1995,63743
Netherlands,10/01/1995,245655
Ecuador,10/01/1995,32620
Ireland,10/01/1995,60239
Israel,10/01/1995,67951
Honduras,10/01/1995,19775
South Korea,10/01/1995,199368
Mexico,10/01/1995,675516
Turkey,10/01/1995,12069
Switzerland,10/01/1995,131593
Costa Rica,10/01/1995,34423
Atlantic Ocean,10/01/1995,74966
Belgium,10/01/1995,69150
Trinidad and Tobago,10/01/1995,14954
Venezuela,10/01/1995,135626
Bahamas,10/01/1995,82740
Denmark,10/01/1995,33595
Cayman Islands,10/01/1995,47705
Russia,09/01/1995,29612
South Korea,09/01/1995,225896
United Kingdom,09/01/1995,1160743
Canada,09/01/1995,1123865
Honduras,09/01/1995,23234
Argentina,09/01/1995,66829
Trinidad and Tobago,09/01/1995,18903
Haiti,09/01/1995,53538
Spain,09/01/1995,116396
Philippines,09/01/1995,36886
Hong Kong,09/01/1995,104856
Netherlands,09/01/1995,255257
Japan,09/01/1995,1247965
Australia,09/01/1995,93890
Chile,09/01/1995,35560
France,09/01/1995,365717
Costa Rica,09/01/1995,36302
Peru,09/01/1995,41787
Taiwan,09/01/1995,158802
Israel,09/01/1995,54340
Mexico,09/01/1995,626152
China,09/01/1995,15986
Venezuela,09/01/1995,161664
Germany,09/01/1995,576815
Switzerland,09/01/1995,136864
Guatemala,09/01/1995,59466
Jamaica,09/01/1995,147820
Aruba,09/01/1995,49951
Denmark,09/01/1995,41978
El Salvador,09/01/1995,35063
Antilles,09/01/1995,25265
Iceland,09/01/1995,22458
Cayman Islands,09/01/1995,36229
Ireland,09/01/1995,87783
Turkey,09/01/1995,13453
Bahamas,09/01/1995,76463
Panama,09/01/1995,34143
Ecuador,09/01/1995,43504
Belgium,09/01/1995,73759
Dominican Republic,09/01/1995,161798
Colombia,09/01/1995,66780
New Zealand,09/01/1995,60569
Brazil,09/01/1995,164442
Italy,09/01/1995,199847
Atlantic Ocean,09/01/1995,69807
Argentina,08/01/1995,66215
Dominican Republic,08/01/1995,233189
Germany,08/01/1995,614604
Panama,08/01/1995,42234
New Zealand,08/01/1995,53902
Switzerland,08/01/1995,143009
Venezuela,08/01/1995,159337
Chile,08/01/1995,31582
Spain,08/01/1995,140156
Italy,08/01/1995,215955
South Korea,08/01/1995,321931
Taiwan,08/01/1995,211710
Cayman Islands,08/01/1995,49527
Aruba,08/01/1995,54913
Honduras,08/01/1995,35929
Costa Rica,08/01/1995,49600
Guatemala,08/01/1995,79861
China,08/01/1995,19583
Brazil,08/01/1995,171456
Russia,08/01/1995,35663
Philippines,08/01/1995,46333
Antilles,08/01/1995,59157
Bahamas,08/01/1995,109051
Netherlands,08/01/1995,285731
Turkey,08/01/1995,13806
Ireland,08/01/1995,103628
Belgium,08/01/1995,73204
Denmark,08/01/1995,51102
Hong Kong,08/01/1995,129482
Haiti,08/01/1995,73548
Ecuador,08/01/1995,48691
Peru,08/01/1995,62092
Japan,08/01/1995,1362998
Atlantic Ocean,08/01/1995,80931
Trinidad and Tobago,08/01/1995,30221
France,08/01/1995,407335
Colombia,08/01/1995,90537
Iceland,08/01/1995,23623
Australia,08/01/1995,83943
Israel,08/01/1995,104067
El Salvador,08/01/1995,50086
United Kingdom,08/01/1995,1248959
Canada,08/01/1995,1297503
Jamaica,08/01/1995,223462
Mexico,08/01/1995,819356
Brazil,07/01/1995,222675
Jamaica,07/01/1995,203361
Mexico,07/01/1995,798554
Chile,07/01/1995,37320
France,07/01/1995,404535
Netherlands,07/01/1995,283857
Bahamas,07/01/1995,109821
Peru,07/01/1995,62762
Honduras,07/01/1995,37607
Ireland,07/01/1995,102017
Italy,07/01/1995,215091
Atlantic Ocean,07/01/1995,77699
Germany,07/01/1995,592683
Australia,07/01/1995,97007
New Zealand,07/01/1995,61019
Canada,07/01/1995,1197627
Turkey,07/01/1995,13282
Russia,07/01/1995,34819
Philippines,07/01/1995,44205
Venezuela,07/01/1995,144241
Dominican Republic,07/01/1995,234296
South Korea,07/01/1995,264906
Iceland,07/01/1995,23934
Guatemala,07/01/1995,84517
Costa Rica,07/01/1995,66792
China,07/01/1995,12938
Belgium,07/01/1995,75660
Spain,07/01/1995,134336
Haiti,07/01/1995,72173
Taiwan,07/01/1995,207155
Hong Kong,07/01/1995,115801
Japan,07/01/1995,1221364
Colombia,07/01/1995,104471
El Salvador,07/01/1995,52589
Switzerland,07/01/1995,139739
Ecuador,07/01/1995,44596
Antilles,07/01/1995,63616
Denmark,07/01/1995,53166
Trinidad and Tobago,07/01/1995,26251
Panama,07/01/1995,46925
Cayman Islands,07/01/1995,51880
Israel,07/01/1995,91985
Aruba,07/01/1995,55518
United Kingdom,07/01/1995,1231006
Argentina,07/01/1995,73784
Philippines,06/01/1995,47909
Australia,06/01/1995,77292
Ecuador,06/01/1995,36997
Netherlands,06/01/1995,255342
Canada,06/01/1995,1089866
Brazil,06/01/1995,154323
Colombia,06/01/1995,86309
Chile,06/01/1995,30344
Switzerland,06/01/1995,132096
Venezuela,06/01/1995,113563
Russia,06/01/1995,29404
El Salvador,06/01/1995,39389
Taiwan,06/01/1995,193344
Argentina,06/01/1995,56295
Israel,06/01/1995,62570
Hong Kong,06/01/1995,106798
Panama,06/01/1995,39554
Antilles,06/01/1995,50990
Turkey,06/01/1995,8668
Atlantic Ocean,06/01/1995,89183
Dominican Republic,06/01/1995,172071
China,06/01/1995,11643
Denmark,06/01/1995,42739
Ireland,06/01/1995,88997
Spain,06/01/1995,115080
Italy,06/01/1995,180644
Iceland,06/01/1995,22171
Haiti,06/01/1995,45084
Japan,06/01/1995,1120845
Guatemala,06/01/1995,73341
Costa Rica,06/01/1995,50505
Aruba,06/01/1995,45047
Peru,06/01/1995,49582
Belgium,06/01/1995,74176
Cayman Islands,06/01/1995,48131
New Zealand,06/01/1995,56823
Trinidad and Tobago,06/01/1995,17168
South Korea,06/01/1995,234686
Germany,06/01/1995,570361
Honduras,06/01/1995,28877
Jamaica,06/01/1995,165088
Bahamas,06/01/1995,94771
Mexico,06/01/1995,702027
France,06/01/1995,394511
United Kingdom,06/01/1995,1156448
Argentina,05/01/1995,55402
Antilles,05/01/1995,53937
Venezuela,05/01/1995,115452
Aruba,05/01/1995,49955
Turkey,05/01/1995,11377
Peru,05/01/1995,46546
Spain,05/01/1995,99586
Philippines,05/01/1995,52544
Costa Rica,05/01/1995,48915
Guatemala,05/01/1995,62423
Ecuador,05/01/1995,29375
Cayman Islands,05/01/1995,48353
Iceland,05/01/1995,21005
Hong Kong,05/01/1995,96225
France,05/01/1995,346400
Australia,05/01/1995,69785
Ireland,05/01/1995,69952
Denmark,05/01/1995,40176
Colombia,05/01/1995,54046
Honduras,05/01/1995,22956
Brazil,05/01/1995,142922
United Kingdom,05/01/1995,999711
Canada,05/01/1995,977489
South Korea,05/01/1995,241153
Dominican Republic,05/01/1995,147328
Atlantic Ocean,05/01/1995,85170
Israel,05/01/1995,47374
Taiwan,05/01/1995,170128
El Salvador,05/01/1995,31913
Bahamas,05/01/1995,92959
Switzerland,05/01/1995,125921
Netherlands,05/01/1995,239433
Trinidad and Tobago,05/01/1995,14571
Mexico,05/01/1995,691598
Belgium,05/01/1995,62274
Chile,05/01/1995,27086
Japan,05/01/1995,1061729
China,05/01/1995,12824
Italy,05/01/1995,155866
Germany,05/01/1995,528462
Panama,05/01/1995,32188
New Zealand,05/01/1995,48711
Russia,05/01/1995,23065
Jamaica,05/01/1995,141583
Haiti,05/01/1995,39839
